cod_ibge,cod_mun6,nome_mun,ano,pop,casos
3516606,351660,Gália,2019,6621,97
3516705,351670,Garça,2019,42675,580
3516804,351680,Gastão Vidigal,2019,3540,114
3516853,351685,Gavião Peixoto,2019,4657,334
3516903,351690,General Salgado,2019,10508,150
3517000,351700,Getulina,2019,10452,464
3517109,351710,Glicério,2019,4296,149
3517208,351720,Guaiçara,2019,11165,516
3517307,351730,Guaimbê,2019,5536,126
3517406,351740,Guaíra,2019,39068,2372
3517505,351750,Guapiaçu,2019,20806,1015
3517604,351760,Guapiara,2019,17553,2
3517703,351770,Guará,2019,19100,389
3517802,351780,Guaraçaí,2019,7789,449
3517901,351790,Guaraci,2019,10339,176
3518008,351800,Guarani d'Oeste,2019,1978,57
3518107,351810,Guarantã,2019,6474,129
3518206,351820,Guararapes,2019,31195,1206
3518305,351830,Guararema,2019,30030,29
3518404,351840,Guaratinguetá,2019,117004,199
3518503,351850,Guareí,2019,15014,7
3518602,351860,Guariba,2019,37324,745
3518701,351870,Guarujá,2019,291362,318
3518800,351880,Guarulhos,2019,1284707,6474
3518859,351885,Guatapará,2019,7285,253
3518909,351890,Guzolândia,2019,4429,63
3519006,351900,Herculândia,2019,9061,281
3519055,351905,Holambra,2019,14125,49
3519071,351907,Hortolândia,2019,226593,1268
3519105,351910,Iacanga,2019,10358,197
3519204,351920,Iacri,2019,6259,46
3519253,351925,Iaras,2019,7605,23
3519303,351930,Ibaté,2019,32014,407
3519402,351940,Ibirá,2019,11530,943
3519501,351950,Ibirarema,2019,6539,210
3519600,351960,Ibitinga,2019,58606,216
3519709,351970,Ibiúna,2019,75053,35
3519808,351980,Icém,2019,7815,176
3519907,351990,Iepê,2019,7693,35
3520004,352000,Igaraçu do Tietê,2019,23367,47
3520103,352010,Igarapava,2019,26858,759
3520202,352020,Igaratá,2019,10202,5
3520301,352030,Iguape,2019,29307,14
3520400,352040,Ilhabela,2019,33277,197
3520426,352042,Ilha Comprida,2019,12422,12
3520442,352044,Ilha Solteira,2019,25690,603
3520509,352050,Indaiatuba,2019,242784,412
3520608,352060,Indiana,2019,5055,16
3520707,352070,Indiaporã,2019,4057,79
3520806,352080,Inúbia Paulista,2019,3645,65
3520905,352090,Ipaussu,2019,13800,21
3521002,352100,Iperó,2019,34526,93
3521101,352110,Ipeúna,2019,6691,42
3521150,352115,Ipiguá,2019,6188,325
3521200,352120,Iporanga,2019,4144,7
3521309,352130,Ipuã,2019,14468,955
3521408,352140,Iracemápolis,2019,21626,151
3521507,352150,Irapuã,2019,7026,46
3521606,352160,Irapuru,2019,7324,282
3521705,352170,Itaberá,2019,18060,2
3521804,352180,Itaí,2019,25064,2
3521903,352190,Itajobi,2019,16384,134
3522000,352200,Itaju,2019,3528,5
3522109,352210,Itanhaém,2019,106938,619
3522158,352215,Itaoca,2019,3388,0
3522208,352220,Itapecerica da Serra,2019,158506,59
3522307,352230,Itapetininga,2019,155287,119
3522406,352240,Itapeva,2019,90006,9
3522505,352250,Itapevi,2019,226021,69
3522604,352260,Itapira,2019,71623,180
3522653,352265,Itapirapuã Paulista,2019,4187,1
3522703,352270,Itápolis,2019,39892,1092
3522802,352280,Itaporanga,2019,14338,10
3522901,352290,Itapuí,2019,13254,802
3523008,352300,Itapura,2019,4155,160
3523107,352310,Itaquaquecetuba,2019,359455,343
3523206,352320,Itararé,2019,45774,1
3523305,352330,Itariri,2019,15614,2
3523404,352340,Itatiba,2019,117089,195
3523503,352350,Itatinga,2019,18980,103
3523602,352360,Itirapina,2019,16026,84
3523701,352370,Itirapuã,2019,5831,174
3523800,352380,Itobi,2019,7934,10
3523909,352390,Itu,2019,165771,92
3524006,352400,Itupeva,2019,64247,106
3524105,352410,Ituverava,2019,38056,2040
3524204,352420,Jaborandi,2019,6375,633
3524303,352430,Jaboticabal,2019,72304,1300
3524402,352440,Jacareí,2019,234877,409
3524501,352450,Jaci,2019,7150,199
3524600,352460,Jacupiranga,2019,16516,4
3524709,352470,Jaguariúna,2019,55801,317
3524808,352480,Jales,2019,48694,2562
3524907,352490,Jambeiro,2019,6160,4
3525003,352500,Jandira,2019,116513,99
3525102,352510,Jardinópolis,2019,43531,262
3525201,352520,Jarinu,2019,34209,28
3525300,352530,Jaú,2019,133711,1901
3525409,352540,Jeriquara,2019,3688,150
3525508,352550,Joanópolis,2019,12629,3
3525607,352560,João Ramalho,2019,4366,17
3525706,352570,José Bonifácio,2019,35852,1021
3525805,352580,Júlio Mesquita,2019,4329,42
3525854,352585,Jumirim,2019,3011,1
3525904,352590,Jundiaí,2019,426842,2929
3526001,352600,Junqueirópolis,2019,20193,90
3526100,352610,Juquiá,2019,17881,9
3526209,352620,Juquitiba,2019,28006,2
3526308,352630,Lagoinha,2019,5038,2
3526407,352640,Laranjal Paulista,2019,26108,31
3526506,352650,Lavínia,2019,9464,102
3526605,352660,Lavrinhas,2019,7070,175
3526704,352670,Leme,2019,97290,2855
3526803,352680,Lençóis Paulista,2019,65505,296
3526902,352690,Limeira,2019,289824,1226
3527009,352700,Lindóia,2019,6977,27
3527108,352710,Lins,2019,74591,2805
3527207,352720,Lorena,2019,84820,582
3527256,352725,Lourdes,2019,2015,129
3527306,352730,Louveira,2019,48148,129
3527405,352740,Lucélia,2019,20157,484
3527504,352750,Lucianópolis,2019,2351,12
3527603,352760,Luís Antônio,2019,12052,91
3527702,352770,Luiziânia,2019,4811,47
3527801,352780,Lupércio,2019,4109,9
3527900,352790,Lutécia,2019,2708,12
3528007,352800,Macatuba,2019,16810,65
3528106,352810,Macaubal,2019,7567,432
3528205,352820,Macedônia,2019,3925,87
3528304,352830,Magda,2019,3211,78
3528403,352840,Mairinque,2019,48656,14
3528502,352850,Mairiporã,2019,91024,23
3528601,352860,Manduri,2019,9717,5
3528700,352870,Marabá Paulista,2019,4645,184
3528809,352880,Maracaí,2019,12952,75
3528858,352885,Marapoama,2019,3156,49
3528908,352890,Mariápolis,2019,3639,101
3529005,352900,Marília,2019,233876,2992
3529104,352910,Marinópolis,2019,1937,70
3529203,352920,Martinópolis,2019,24841,166
3529302,352930,Matão,2019,79136,1419
3529401,352940,Mauá,2019,421601,503
3529500,352950,Mendonça,2019,5800,457
3529609,352960,Meridiano,2019,4430,126
3529658,352965,Mesópolis,2019,1936,12
3529708,352970,Miguelópolis,2019,19890,137
3529807,352980,Mineiros do Tietê,2019,11521,225
3529906,352990,Miracatu,2019,19242,58
3530003,353000,Mira Estrela,2019,3069,77
3530102,353010,Mirandópolis,2019,28132,2412
3530201,353020,Mirante do Paranapanema,2019,16354,122
3530300,353030,Mirassol,2019,61193,772
3530409,353040,Mirassolândia,2019,4593,312
3530508,353050,Mococa,2019,67964,494
3530607,353060,Mogi das Cruzes,2019,438365,163
3530706,353070,Mogi Guaçu,2019,150686,3030
3530805,353080,Mogi Mirim,2019,91873,1801
3530904,353090,Mombuca,2019,3617,19
3531001,353100,Monções,2019,2022,104
3531100,353110,Mongaguá,2019,58346,451
3531209,353120,Monte Alegre do Sul,2019,8305,11
3531308,353130,Monte Alto,2019,47638,693
3531407,353140,Monte Aprazível,2019,22271,1137
3531506,353150,Monte Azul Paulista,2019,18467,633
3531605,353160,Monte Castelo,2019,4203,79
3531704,353170,Monteiro Lobato,2019,4140,5
3531803,353180,Monte Mor,2019,60961,334
3531902,353190,Morro Agudo,2019,28553,2307
3532009,353200,Morungaba,2019,13309,12
3532058,353205,Motuca,2019,4144,146
3532108,353210,Murutinga do Sul,2019,3883,165
3532157,353215,Nantes,2019,2684,6
3532207,353220,Narandiba,2019,5360,71
3532306,353230,Natividade da Serra,2019,6948,19
3532405,353240,Nazaré Paulista,2019,17849,3
3532504,353250,Neves Paulista,2019,9518,689
3532603,353260,Nhandeara,2019,10173,436
3532702,353270,Nipoã,2019,4682,38
3532801,353280,Nova Aliança,2019,6513,686
3532827,353282,Nova Campina,2019,8557,0
3532843,353284,Nova Canaã Paulista,2019,2065,24
3532868,353286,Nova Castilho,2019,1099,26
3532900,353290,Nova Europa,2019,9371,583
3533007,353300,Nova Granada,2019,19459,576
3533106,353310,Nova Guataporanga,2019,2170,46
3533205,353320,Nova Independência,2019,4256,174
3533254,353325,Novais,2019,4486,58
3533304,353330,Nova Luzitânia,2019,3031,121
3533403,353340,Nova Odessa,2019,59653,1190
3533502,353350,Novo Horizonte,2019,38239,793
3533601,353360,Nuporanga,2019,7296,237
3533700,353370,Ocauçu,2019,4291,4
3533809,353380,Óleo,2019,2573,7
3533908,353390,Olímpia,2019,54195,3514
3534005,353400,Onda Verde,2019,4552,238
3534104,353410,Oriente,2019,6159,79
3534203,353420,Orindiúva,2019,5979,558
3534302,353430,Orlândia,2019,38982,833
3534401,353440,Osasco,2019,719799,538
3534500,353450,Oscar Bressane,2019,2517,18
3534609,353460,Osvaldo Cruz,2019,31339,1168
3534708,353470,Ourinhos,2019,104690,337
3534757,353475,Ouroeste,2019,9941,364
3534807,353480,Ouro Verde,2019,7837,163
3534906,353490,Pacaembu,2019,14522,207
3535002,353500,Palestina,2019,11408,1046
3535101,353510,Palmares Paulista,2019,10021,265
3535200,353520,Palmeira d'Oeste,2019,9144,178
3535309,353530,Palmital,2019,20212,95
3535408,353540,Panorama,2019,15066,592
3535507,353550,Paraguaçu Paulista,2019,41808,1596
3535606,353560,Paraibuna,2019,17720,21
3535705,353570,Paraíso,2019,6105,40
3535804,353580,Paranapanema,2019,19060,4
3535903,353590,Paranapuã,2019,3999,134
3536000,353600,Parapuã,2019,10736,279
3536109,353610,Pardinho,2019,6835,2
3536208,353620,Pariquera-Açu,2019,19189,8
3536257,353625,Parisi,2019,2698,121
3536307,353630,Patrocínio Paulista,2019,14233,317
3536406,353640,Paulicéia,2019,7607,216
3536505,353650,Paulínia,2019,103618,967
3536570,353657,Paulistânia,2019,2011,14
3536604,353660,Paulo de Faria,2019,7785,812
3536703,353670,Pederneiras,2019,44276,1204
3536802,353680,Pedra Bela,2019,6345,1
3536901,353690,Pedranópolis,2019,2769,35
3537008,353700,Pedregulho,2019,15681,105
3537107,353710,Pedreira,2019,42921,2713
3537156,353715,Pedrinhas Paulista,2019,2858,24
3537206,353720,Pedro de Toledo,2019,11089,13
3537305,353730,Penápolis,2019,61341,2250
3537404,353740,Pereira Barreto,2019,24600,686
3537503,353750,Pereiras,2019,8449,1
3537602,353760,Peruíbe,2019,66703,421
3537701,353770,Piacatu,2019,5533,146
3537800,353780,Piedade,2019,53076,8
3537909,353790,Pilar do Sul,2019,27452,10
3538006,353800,Pindamonhangaba,2019,161527,196
3538105,353810,Pindorama,2019,14758,312
3538204,353820,Pinhalzinho,2019,14756,13
3538303,353830,Piquerobi,2019,3346,13
3538501,353850,Piquete,2019,13062,45
3538600,353860,Piracaia,2019,25991,8
3538709,353870,Piracicaba,2019,410779,4097
3538808,353880,Piraju,2019,29388,21
3538907,353890,Pirajuí,2019,22730,1010
3539004,353900,Pirangi,2019,10886,80
3539103,353910,Pirapora do Bom Jesus,2019,17737,26
3539202,353920,Pirapozinho,2019,25346,334
3539301,353930,Pirassununga,2019,73173,286
3539400,353940,Piratininga,2019,14419,674
3539509,353950,Pitangueiras,2019,34397,86
3539608,353960,Planalto,2019,4464,149
3539707,353970,Platina,2019,3110,19
3539806,353980,Poá,2019,105457,296
3539905,353990,Poloni,2019,5574,192
3540002,354000,Pompéia,2019,20278,290
3540101,354010,Pongaí,2019,3455,6
3540200,354020,Pontal,2019,38520,98
3540259,354025,Pontalinda,2019,4126,221
3540309,354030,Pontes Gestal,2019,2435,138
3540408,354040,Populina,2019,4203,39
3540507,354050,Porangaba,2019,9989,0
3540606,354060,Porto Feliz,2019,54826,38
3540705,354070,Porto Ferreira,2019,52667,248
3540754,354075,Potim,2019,20186,2856
3540804,354080,Potirendaba,2019,17807,718
3540853,354085,Pracinha,2019,2644,93
3540903,354090,Pradópolis,2019,17295,258
3541000,354100,Praia Grande,2019,329706,2161
3541059,354105,Pratânia,2019,5038,1
3541109,354110,Presidente Alves,2019,3918,103
3541208,354120,Presidente Bernardes,2019,14368,75
3541307,354130,Presidente Epitácio,2019,40328,896
3541406,354140,Presidente Prudente,2019,222871,7602
3541505,354150,Presidente Venceslau,2019,36209,657
3541604,354160,Promissão,2019,35626,956
3541653,354165,Quadra,2019,3379,1
3541703,354170,Quatá,2019,13130,433
3541802,354180,Queiroz,2019,3139,178
3541901,354190,Queluz,2019,9732,12
3542008,354200,Quintana,2019,6789,65
3542107,354210,Rafard,2019,8882,74
3542206,354220,Rancharia,2019,28834,628
3542305,354230,Redenção da Serra,2019,4379,11
3542404,354240,Regente Feijó,2019,19875,114
3542503,354250,Reginópolis,2019,7576,111
3542602,354260,Registro,2019,58993,213
3542701,354270,Restinga,2019,6486,108
3542800,354280,Ribeira,2019,3211,1
3542909,354290,Ribeirão Bonito,2019,11387,279
3543006,354300,Ribeirão Branco,2019,18633,0
3543105,354310,Ribeirão Corrente,2019,4543,62
3543204,354320,Ribeirão do Sul,2019,4633,42
3543238,354323,Ribeirão dos Índios,2019,2093,24
3543253,354325,Ribeirão Grande,2019,7514,3
3543303,354330,Ribeirão Pires,2019,115918,26
3543402,354340,Ribeirão Preto,2019,678385,14409
3543501,354350,Riversul,2019,5779,1
3543600,354360,Rifaina,2019,3894,16
3543709,354370,Rincão,2019,9519,579
3543808,354380,Rinópolis,2019,9482,487
3543907,354390,Rio Claro,2019,198629,1405
3544004,354400,Rio das Pedras,2019,31092,60
3544103,354410,Rio Grande da Serra,2019,44489,55
3544202,354420,Riolândia,2019,10394,411
3544251,354425,Rosana,2019,18220,1062
3544301,354430,Roseira,2019,10611,34
3544400,354440,Rubiácea,2019,2729,87
3544509,354450,Rubinéia,2019,3609,161
3544608,354460,Sabino,2019,5219,11
3544707,354470,Sagres,2019,2467,166
3544806,354480,Sales,2019,6271,378
3544905,354490,Sales Oliveira,2019,11261,180
3545001,354500,Salesópolis,2019,15375,5
3545100,354510,Salmourão,2019,4856,197
3545159,354515,Saltinho,2019,7919,47
3545209,354520,Salto,2019,127529,225
3545308,354530,Salto de Pirapora,2019,43151,25
3545407,354540,Salto Grande,2019,9053,83
3545506,354550,Sandovalina,2019,3684,54
3545605,354560,Santa Adélia,2019,14192,266
3545704,354570,Santa Albertina,2019,6257,210
3545803,354580,Santa Bárbara d'Oeste,2019,183963,3993
3546009,354600,Santa Branca,2019,14009,58
3546108,354610,Santa Clara d'Oeste,2019,2479,33
3546207,354620,Santa Cruz da Conceição,2019,4250,60
3546256,354625,Santa Cruz da Esperança,2019,2109,19
3546306,354630,Santa Cruz das Palmeiras,2019,29370,98
3546405,354640,Santa Cruz do Rio Pardo,2019,46029,808
3546504,354650,Santa Ernestina,2019,5993,162
3546603,354660,Santa Fé do Sul,2019,33510,1260
3546702,354670,Santa Gertrudes,2019,23252,65
3546801,354680,Santa Isabel,2019,52911,35
3546900,354690,Santa Lúcia,2019,7537,220
3547007,354700,Santa Maria da Serra,2019,5292,94
3547106,354710,Santa Mercedes,2019,2953,27
3547205,354720,Santana da Ponte Pensa,2019,1673,33
3547304,354730,Santana de Parnaíba,2019,142706,102
3547403,354740,Santa Rita d'Oeste,2019,2703,157
3547502,354750,Santa Rita do Passa Quatro,2019,25387,77
3547601,354760,Santa Rosa de Viterbo,2019,23745,67
3547650,354765,Santa Salete,2019,1607,109
3547700,354770,Santo Anastácio,2019,18714,476
3547809,354780,Santo André,2019,736087,357
3547908,354790,Santo Antônio da Alegria,2019,6648,5
3548005,354800,Santo Antônio de Posse,2019,22659,51
3548054,354805,Santo Antônio do Aracanguá,2019,8294,96
3548104,354810,Santo Antônio do Jardim,2019,6113,2
3548203,354820,Santo Antônio do Pinhal,2019,7013,8
3548302,354830,Santo Expedito,2019,2951,67
3548401,354840,Santópolis do Aguapeí,2019,4049,41
3548500,354850,Santos,2019,422919,617
3548609,354860,São Bento do Sapucaí,2019,11466,1
3548708,354870,São Bernardo do Campo,2019,807403,485
3548807,354880,São Caetano do Sul,2019,162897,79
3548906,354890,São Carlos,2019,247799,7704
3549003,354900,São Francisco,2019,2691,166
3549102,354910,São João da Boa Vista,2019,90807,240
3549201,354920,São João das Duas Pontes,2019,2603,61
3549250,354925,São João de Iracema,2019,1837,36
3549300,354930,São João do Pau d'Alho,2019,2228,31
3549409,354940,São Joaquim da Barra,2019,48399,5891
3549508,354950,São José da Bela Vista,2019,7880,288
3549607,354960,São José do Barreiro,2019,3940,2
3549706,354970,São José do Rio Pardo,2019,52511,274
3549805,354980,São José do Rio Preto,2019,465315,33237
3549904,354990,São José dos Campos,2019,684953,674
3549953,354995,São Lourenço da Serra,2019,15624,3
3550001,355000,São Luiz do Paraitinga,2019,10443,18
3550100,355010,São Manuel,2019,37777,98
3550209,355020,São Miguel Arcanjo,2019,32155,24
3550308,355030,São Paulo,2019,11509115,19224
3550407,355040,São Pedro,2019,36787,162
3550506,355050,São Pedro do Turvo,2019,7252,24
3550605,355060,São Roque,2019,79816,16
3550704,355070,São Sebastião,2019,79968,1465
3550803,355080,São Sebastião da Grama,2019,10965,15
3550902,355090,São Simão,2019,13793,640
3551009,355100,São Vicente,2019,334187,86
3551108,355110,Sarapuí,2019,10068,10
3551207,355120,Sarutaiá,2019,3704,1
3551306,355130,Sebastianópolis do Sul,2019,3135,39
3551405,355140,Serra Azul,2019,12401,263
3551504,355150,Serrana,2019,42929,813
3551603,355160,Serra Negra,2019,29223,19
3551702,355170,Sertãozinho,2019,123460,1663
3551801,355180,Sete Barras,2019,12870,77
3551900,355190,Severínia,2019,14978,815
3552007,355200,Silveiras,2019,6114,30
3552106,355210,Socorro,2019,39470,155
3552205,355220,Sorocaba,2019,692712,1082
3552304,355230,Sud Mennucci,2019,7413,534
3552403,355240,Sumaré,2019,271650,2876
3552502,355250,Suzano,2019,297610,528
3552551,355255,Suzanápolis,2019,3442,297
3552601,355260,Tabapuã,2019,11445,637
3552700,355270,Tabatinga,2019,14824,359
3552809,355280,Taboão da Serra,2019,268919,357
3552908,355290,Taciba,2019,6157,22
3553005,355300,Taguaí,2019,12271,19
3553104,355310,Taiaçu,2019,5777,109
3553203,355320,Taiúva,2019,6311,241
3553302,355330,Tambaú,2019,21857,23
3553401,355340,Tanabi,2019,25113,1709
3553500,355350,Tapiraí,2019,8032,1
3553609,355360,Tapiratiba,2019,12142,23
3553658,355365,Taquaral,2019,2685,45
3553708,355370,Taquaritinga,2019,53152,4076
3553807,355380,Taquarituba,2019,24003,20
3553856,355385,Taquarivaí,2019,6448,3
3553906,355390,Tarabai,2019,6623,12
3553955,355395,Tarumã,2019,14506,190
3554003,355400,Tatuí,2019,120472,47
3554102,355410,Taubaté,2019,304815,239
3554201,355420,Tejupá,2019,4347,1
3554300,355430,Teodoro Sampaio,2019,22148,133
3554409,355440,Terra Roxa,2019,8149,228
3554508,355450,Tietê,2019,37639,26
3554607,355460,Timburi,2019,2544,5
3554656,355465,Torre de Pedra,2019,2112,0
3554706,355470,Torrinha,2019,9335,35
3554755,355475,Trabiju,2019,1644,70
3554805,355480,Tremembé,2019,48936,54
3554904,355490,Três Fronteiras,2019,6489,171
3554953,355495,Tuiuti,2019,6626,3
3555000,355500,Tupã,2019,64340,6341
3555109,355510,Tupi Paulista,2019,15548,353
3555208,355520,Turiúba,2019,1857,64
3555307,355530,Turmalina,2019,1761,111
3555356,355535,Ubarana,2019,5392,421
3555406,355540,Ubatuba,2019,89421,1833
3555505,355550,Ubirajara,2019,4973,8
3555604,355560,Uchoa,2019,10234,684
3555703,355570,União Paulista,2019,1624,154
3555802,355580,Urânia,2019,8897,499
3555901,355590,Uru,2019,1378,15
3556008,355600,Urupês,2019,13534,185
3556107,355610,Valentim Gentil,2019,13403,321
3556206,355620,Valinhos,2019,122060,417
3556305,355630,Valparaíso,2019,24038,342
3556354,355635,Vargem,2019,10105,9
3556404,355640,Vargem Grande do Sul,2019,40156,439
3556453,355645,Vargem Grande Paulista,2019,48905,23
3556503,355650,Várzea Paulista,2019,114645,670
3556602,355660,Vera Cruz,2019,10415,108
3556701,355670,Vinhedo,2019,73661,126
3556800,355680,Viradouro,2019,17524,320
3556909,355690,Vista Alegre do Alto,2019,7805,266
3556958,355695,Vitória Brasil,2019,1800,73
3557006,355700,Votorantim,2019,123769,168
3557105,355710,Votuporanga,2019,94018,6233
3557154,355715,Zacarias,2019,2635,113
3557204,355720,Chavantes,2019,12324,163
3557303,355730,Estiva Gerbi,2019,11014,317
3500105,350010,Adamantina,2020,34717,1057
3500204,350020,Adolfo,2020,4234,11
3500303,350030,Aguaí,2020,32270,2153
3500402,350040,Águas da Prata,2020,7437,27
3500501,350050,Águas de Lindóia,2020,17960,4
3500550,350055,Águas de Santa Bárbara,2020,6955,0
3500600,350060,Águas de São Pedro,2020,2783,21
3500709,350070,Agudos,2020,37372,38
3500758,350075,Alambari,2020,5957,3
3500808,350080,Alfredo Marcondes,2020,4380,168
3500907,350090,Altair,2020,3541,2
3501004,350100,Altinópolis,2020,16691,27
3501103,350110,Alto Alegre,2020,3962,32
3501152,350115,Alumínio,2020,17350,8
3501202,350120,Álvares Florence,2020,3943,87
3501301,350130,Álvares Machado,2020,26790,432
3501400,350140,Álvaro de Carvalho,2020,4812,14
3501509,350150,Alvinlândia,2020,2934,27
3501608,350160,Americana,2020,233914,728
3501707,350170,Américo Brasiliense,2020,33552,32
3501806,350180,Américo de Campos,2020,5898,288
3501905,350190,Amparo,2020,68032,67
3502002,350200,Analândia,2020,4564,21
3502101,350210,Andradina,2020,59431,1139
3502200,350220,Angatuba,2020,23808,8
3502309,350230,Anhembi,2020,5697,4
3502408,350240,Anhumas,2020,3989,7
3502507,350250,Aparecida,2020,33316,710
3502606,350260,Aparecida d'Oeste,2020,4181,24
3502705,350270,Apiaí,2020,24924,0
3502754,350275,Araçariguama,2020,20799,2
3502804,350280,Araçatuba,2020,198405,2430
3502903,350290,Araçoiaba da Serra,2020,31718,40
3503000,350300,Aramina,2020,5419,10
3503109,350310,Arandu,2020,6774,0
3503158,350315,Arapeí,2020,2379,5
3503208,350320,Araraquara,2020,237621,234
3503307,350330,Araras,2020,129401,897
3503356,350335,Arco-Íris,2020,2030,40
3503406,350340,Arealva,2020,8104,8
3503505,350350,Areias,2020,3610,22
3503604,350360,Areiópolis,2020,10280,1
3503703,350370,Ariranha,2020,7790,363
3503802,350380,Artur Nogueira,2020,50367,152
3503901,350390,Arujá,2020,85004,61
3503950,350395,Aspásia,2020,1846,11
3504008,350400,Assis,2020,101081,947
3504107,350410,Atibaia,2020,153965,186
3504206,350420,Auriflama,2020,13889,179
3504305,350430,Avaí,2020,4572,6
3504404,350440,Avanhandava,2020,11353,57
3504503,350450,Avaré,2020,91713,16
3504602,350460,Bady Bassitt,2020,25074,187
3504701,350470,Balbinos,2020,3828,0
3504800,350480,Bálsamo,2020,9415,14
3504909,350490,Bananal,2020,10055,3
3505005,350500,Barão de Antonina,2020,3460,13
3505104,350510,Barbosa,2020,5844,33
3505203,350520,Bariri,2020,31787,99
3505302,350530,Barra Bonita,2020,34707,12
3505351,350535,Barra do Chapéu,2020,5213,1
3505401,350540,Barra do Turvo,2020,7074,163
3505500,350550,Barretos,2020,121296,55
3505609,350560,Barrinha,2020,31688,634
3505708,350570,Barueri,2020,305548,40
3505807,350580,Bastos,2020,21472,766
3505906,350590,Batatais,2020,58344,39
3506003,350600,Bauru,2020,375179,820
3506102,350610,Bebedouro,2020,76719,319
3506201,350620,Bento de Abreu,2020,2642,44
3506300,350630,Bernardino de Campos,2020,11549,12
3506359,350635,Bertioga,2020,61581,58
3506409,350640,Bilac,2020,7357,63
3506508,350650,Birigui,2020,118119,630
3506607,350660,Biritiba Mirim,2020,29692,6
3506706,350670,Boa Esperança do Sul,2020,13122,52
3506805,350680,Bocaina,2020,11282,48
3506904,350690,Bofete,2020,10386,0
3507001,350700,Boituva,2020,59146,77
3507100,350710,Bom Jesus dos Perdões,2020,21693,14
3507159,350715,Bom Sucesso de Itararé,2020,3557,0
3507209,350720,Borá,2020,907,19
3507308,350730,Boracéia,2020,4649,2
3507407,350740,Borborema,2020,14373,141
3507456,350745,Borebi,2020,2658,5
3507506,350750,Botucatu,2020,142748,43
3507605,350760,Bragança Paulista,2020,172439,196
3507704,350770,Braúna,2020,5334,66
3507753,350775,Brejo Alegre,2020,2585,43
3507803,350780,Brodowski,2020,24617,72
3507902,350790,Brotas,2020,23621,267
3508009,350800,Buri,2020,20124,0
3508108,350810,Buritama,2020,17046,534
3508207,350820,Buritizal,2020,4332,18
3508306,350830,Cabrália Paulista,2020,4363,1
3508405,350840,Cabreúva,2020,46223,78
3508504,350850,Caçapava,2020,94911,127
3508603,350860,Cachoeira Paulista,2020,31528,502
3508702,350870,Caconde,2020,17453,25
3508801,350880,Cafelândia,2020,16773,74
3508900,350890,Caiabu,2020,3795,20
3509007,350900,Caieiras,2020,94169,35
3509106,350910,Caiuá,2020,5408,208
3509205,350920,Cajamar,2020,88048,29
3509254,350925,Cajati,2020,28693,1380
3509304,350930,Cajobi,2020,9289,45
3509403,350940,Cajuru,2020,23892,91
3509452,350945,Campina do Monte Alegre,2020,5929,9
3509502,350950,Campinas,2020,1136851,3961
3509601,350960,Campo Limpo Paulista,2020,77654,21
3509700,350970,Campos do Jordão,2020,47378,5
3509809,350980,Campos Novos Paulista,2020,4854,55
3509908,350990,Cananéia,2020,12346,62
3509957,350995,Canas,2020,4858,135
3510005,351000,Cândido Mota,2020,29781,308
3510104,351010,Cândido Rodrigues,2020,2858,31
3510153,351015,Canitar,2020,5959,64
3510203,351020,Capão Bonito,2020,46652,3
3510302,351030,Capela do Alto,2020,22024,19
3510401,351040,Capivari,2020,50074,56
3510500,351050,Caraguatatuba,2020,129657,691
3510609,351060,Carapicuíba,2020,387497,18
3510708,351070,Cardoso,2020,11564,181
3510807,351080,Casa Branca,2020,28315,770
3510906,351090,Cássia dos Coqueiros,2020,2799,13
3511003,351100,Castilho,2020,19839,493
3511102,351110,Catanduva,2020,116021,7559
3511201,351120,Catiguá,2020,7075,60
3511300,351130,Cedral,2020,11818,69
3511409,351140,Cerqueira César,2020,20942,4
3511508,351150,Cerquilho,2020,44087,35
3511607,351160,Cesário Lange,2020,18548,3
3511706,351170,Charqueada,2020,15533,101
3511904,351190,Clementina,2020,7048,142
3512001,351200,Colina,2020,18368,13
3512100,351210,Colômbia,2020,6604,9
3512209,351220,Conchal,2020,27772,2151
3512308,351230,Conchas,2020,15508,5
3512407,351240,Cordeirópolis,2020,24061,588
3512506,351250,Coroados,2020,5427,24
3512605,351260,Coronel Macedo,2020,4467,2
3512704,351270,Corumbataí,2020,4168,6
3512803,351280,Cosmópolis,2020,59931,106
3512902,351290,Cosmorama,2020,8487,83
3513009,351300,Cotia,2020,263097,51
3513108,351310,Cravinhos,2020,33241,261
3513207,351320,Cristais Paulista,2020,9025,2
3513306,351330,Cruzália,2020,2154,97
3513405,351340,Cruzeiro,2020,75860,4412
3513504,351350,Cubatão,2020,114483,769
3513603,351360,Cunha,2020,22203,12
3513702,351370,Descalvado,2020,31845,35
3513801,351380,Diadema,2020,395653,177
3513850,351385,Dirce Reis,2020,1632,38
3513900,351390,Divinolândia,2020,11265,6
3514007,351400,Dobrada,2020,8662,29
3514106,351410,Dois Córregos,2020,24746,105
3514205,351420,Dolcinópolis,2020,2190,38
3514304,351430,Dourado,2020,8254,4
3514403,351440,Dracena,2020,45455,2635
3514502,351450,Duartina,2020,12366,46
3514601,351460,Dumont,2020,9232,204
3514700,351470,Echaporã,2020,6269,23
3514809,351480,Eldorado,2020,13442,107
3514908,351490,Elias Fausto,2020,17467,4
3514924,351492,Elisiário,2020,3159,63
3514957,351495,Embaúba,2020,2365,34
3515004,351500,Embu das Artes,2020,251078,50
3515103,351510,Embu-Guaçu,2020,66851,13
